,Adview
3281,2287.7917
3282,-4.856414
3283,350.70145
3284,-3371.5793
3285,1785.7963
3286,1438.2324
3287,642.20807
3288,2918.7563
3289,234.19534
3290,-1207.9431
3291,1065.4048
3292,-921.17865
3293,-12.710906
3294,4030.4883
3295,1091.887
3296,-163.57956
3297,-707.81146
3298,1569.6841
3299,-1185.8604
3300,2274.7102
3301,-1409.2417
3302,-4.807769
3303,589.3258
3304,1311.2039
3305,-54.256805
3306,-719.6191
3307,1222.2322
3308,-78.65671
3309,894.04987
3310,1457.9899
3311,1410.0461
3312,1435.0365
3313,397.31662
3314,69699.07
3315,-817.7
3316,644.7359
3317,-513.634
3318,-137.35526
3319,-39.32199
3320,1283.8204
3321,1726.5137
3322,1079.4803
3323,1808.7563
3324,-518.05
3325,-103.55466
3326,-43.282196
3327,-1005.0888
3328,-110.56088
3329,865.8011
3330,-774.2164
3331,595.5644
3332,-2877.1362
3333,-843.9379
3334,-118.1788
3335,-975.6071
3336,-688.4545
3337,-157.82455
3338,-4334.1987
3339,3166.8047
3340,-583.543
3341,-1754.812
3342,2583.0127
3343,-2754.1343
3344,631.8121
3345,552.4032
3346,-209.54147
3347,-97.177155
3348,-3606.0557
3349,-1085.1328
3350,-567.7846
3351,1216.8973
3352,-159.33102
3353,322.54178
3354,-3133.1465
3355,2115.8325
3356,2748.6958
3357,38718.8
3358,-1814.2407
3359,-3121.1025
3360,2897.9614
3361,-639.0778
3362,-259.0908
3363,440.72842
3364,84.36246
3365,479.40872
3366,-295.19528
3367,-889.7968
3368,22.597198
3369,4218.05
3370,-142.35129
3371,2529.768
3372,-2.9589531
3373,-150.35104
3374,122.76224
3375,-840.1584
3376,-97.77048
3377,-54.374725
3378,1358.0806
3379,844.0916
3380,-1744.0259
3381,-321.03317
3382,-2356.6191
3383,-915.663
3384,-1336.8065
3385,-8.768523
3386,2072.5698
3387,2983.9875
3388,-219.60544
3389,-1397.3093
3390,9607.525
3391,3147.8408
3392,636.7568
3393,-630.253
3394,32.182404
3395,-726.6606
3396,702.3214
3397,-632.7409
3398,-932.9619
3399,56.00589
3400,1681.7783
3401,691.35394
3402,3390.749
3403,-832.7153
3404,-117.74704
3405,-301.84933
3406,12.066804
3407,8.471955
3408,631.3287
3409,133.17337
3410,-1421.3193
3411,-1513.3164
3412,-805.0727
3413,1538.3411
3414,790.12103
3415,-1696.2158
3416,-599.8007
3417,-678.56555
3418,-434.54733
3419,101.02353
3420,6.1339426
3421,4795.785
3422,622.8033
3423,3436.3813
3424,2485.64
3425,1172.1692
3426,935.81415
3427,-1957.6194
3428,1628.5791
3429,-1254.5942
3430,-149.42184
3431,-3974.667
3432,672.6458
3433,-645.9621
3434,733.22784
3435,-589.142
3436,429.5375
3437,-3088.6646
3438,3517.7368
3439,603.37115
3440,-166.8005
3441,-465.45578
3442,1820.3301
3443,1446.753
3444,-261.3712
3445,358.23184
3446,-1218.741
3447,249.02151
3448,-88.84372
3449,-477.5449
3450,-405.92795
3451,836.5621
3452,68.37869
3453,-753.14496
3454,1694.129
3455,1303.1984
3456,2015.379
3457,452.3677
3458,1103.2573
3459,351.75882
3460,-43.917694
3461,540.8741
3462,-461.79196
3463,-315.7983
3464,-229.97946
3465,-2172.7314
3466,-748.8652
3467,1386.3519
3468,1962.7832
3469,-621.0627
3470,-760.0932
3471,388.4905
3472,1187.9082
3473,2776.0703
3474,3289.5852
3475,-962.1131
3476,-2082.8276
3477,-17.450165
3478,796.9157
3479,-674.3818
3480,-1191.7837
3481,1543.7837
3482,1149.502
3483,349.91043
3484,-769.0041
3485,-189.08835
3486,933.67194
3487,132.49771
3488,-89.72458
3489,364.9683
3490,906.2044
3491,-103.31467
3492,-471.978
3493,636.3444
3494,1147.6794
3495,-2862.1553
3496,-2699.192
3497,1868.5825
3498,950.92096
3499,1338.161
3500,671.03766
3501,2605.1113
3502,-255.81027
3503,85.97153
3504,1798.7968
3505,306.56693
3506,-1496.9814
3507,-710.89777
3508,4916.252
3509,1145.5471
3510,2194.1123
3511,-92.3486
3512,-1068.5479
3513,-556.79877
3514,-2124.6855
3515,1040.9803
3516,300.85306
3517,-703.8669
3518,661.1141
3519,776.11163
3520,4557.9067
3521,873.795
3522,3707.3013
3523,3347.7012
3524,-527.16486
3525,-511.80612
3526,2203.7505
3527,-3226.6506
3528,594.0186
3529,1354.6216
3530,81.098175
3531,-1161.8408
3532,-1107.5464
3533,-2101.401
3534,-807.5639
3535,100.46512
3536,-193.60837
3537,138.85818
3538,193.15701
3539,-1246.4885
3540,-663.3194
3541,-1251.4014
3542,296.8179
3543,100.588165
3544,518.7979
3545,1585.3914
3546,720.9506
3547,1407.8871
3548,-747.8261
3549,2002.5269
3550,-722.30145
3551,153.06863
3552,254.65689
3553,3851.2837
3554,2979.1824
3555,-295.593
3556,-193.39035
3557,-1629.0332
3558,2927.4927
3559,521.9454
3560,24.935211
3561,10724.672
3562,-1328.3008
3563,-153.51779
3564,833.14703
3565,-578.47064
3566,5123.5703
3567,5.4028635
3568,-2033.0391
3569,1404.6335
3570,278.9456
3571,2996.2522
3572,2374.7302
3573,1263.3147
3574,-1155.3328
3575,-342.6169
3576,1335.7709
3577,-292.27145
3578,6878.5107
3579,-2132.6304
3580,-895.0732
3581,-830.8896
3582,4035.1904
3583,-1575.0415
3584,978.6611
3585,-1108.5898
3586,2398.0845
3587,1046.9196
3588,-497.19528
3589,981.67346
3590,-447.9243
3591,-132.32419
3592,2556.292
3593,2665.7432
3594,-1769.7197
3595,301.6691
3596,-5055.738
3597,177.46585
3598,-1678.6987
3599,-509.49216
3600,529.9986
3601,-23.026093
3602,-73.685394
3603,-779.5627
3604,967.54376
3605,14769.388
3606,-1513.0056
3607,2652.3318
3608,-705.0595
3609,-1138.9453
3610,-1493.312
3611,-997.86816
3612,1470.592
3613,-70.595184
3614,211.08572
3615,-1054.2896
3616,-1313.5999
3617,-57.412567
3618,1868.1763
3619,-1416.602
3620,744.45135
3621,-469.22226
3622,159.9141
3623,-778.16547
3624,1551.7563
3625,998.0583
3626,-781.352
3627,821.44147
3628,121.22073
3629,1238.5825
3630,106.00076
3631,-579.30634
3632,1644.6619
3633,3794.7222
3634,502.4008
3635,-1075.019
3636,5486.135
3637,-81.50046
3638,1513.255
3639,1284.5267
3640,1005.7542
3641,-641.1154
3642,269.81204
3643,594.877
3644,3170.5676
3645,935.4185
3646,1166.8982
3647,-1888.8096
3648,1989.8766
3649,3951.8442
3650,-166.71701
3651,-36.344208
3652,-3891.2397
3653,270.5165
3654,-404.5764
3655,-31.778046
3656,-1.7238457
3657,-4252.467
3658,-1845.5225
3659,135.81839
3660,-437.55063
3661,-407.78268
3662,208.77335
3663,-146.43893
3664,767.6496
3665,-425.81052
3666,3039.0981
3667,1575.9648
3668,-760.32697
3669,29.344025
3670,774.35504
3671,238.13455
3672,2153.8254
3673,159.663
3674,-830.51117
3675,2129.921
3676,-837.54974
3677,-665.98676
3678,-1051.0557
3679,1675.5776
3680,-896.85175
3681,1021.58453
3682,-643.93304
3683,655.02936
3684,274.168
3685,-323.31247
3686,1996.9548
3687,147.10355
3688,-2380.4617
3689,-3783.1562
3690,-4708.9585
3691,1185.4537
3692,-1864.498
3693,1799.416
3694,1593.7214
3695,-981.32294
3696,3938.6738
3697,-5271.9194
3698,44.19217
3699,-261.06735
3700,405.87308
3701,-160.52585
3702,1076.1663
3703,-1360.8934
3704,-2583.23
3705,-709.86127
3706,-679.42914
3707,-1017.76385
3708,4099.2085
3709,-1019.06244
3710,-406.02634
3711,-1922.4736
3712,-52.021942
3713,305.12357
3714,-374.66537
3715,286.17923
3716,4595.135
3717,-3686.1248
3718,-4612.7705
3719,41.108795
3720,-1379.1948
3721,-524.9765
3722,875.0107
3723,4888.1357
3724,1143.7681
3725,-316.1268
3726,-63.536224
3727,-373.79147
3728,325.2112
3729,-1069.4021
3730,356.2864
3731,2796.7913
3732,171.25577
3733,1481.8975
3734,1075.1487
3735,1695.7095
3736,-691.7266
3737,-8667.502
3738,161.02719
3739,51.981476
3740,-3340.8943
3741,-1819.8955
3742,400.35696
3743,1128.0859
3744,7.799348
3745,-372.14072
3746,842.1871
3747,2318.0637
3748,1126.5057
3749,-496.02292
3750,6159.8267
3751,-630.8348
3752,-2331.7234
3753,-207.21225
3754,-3018.1338
3755,-1349.9907
3756,-5190.532
3757,496.10342
3758,1833.5691
3759,1401.9233
3760,475.63162
3761,-1521.0222
3762,-110.193085
3763,598.8643
3764,-414.1909
3765,-846.39166
3766,1183.6533
3767,-31.821747
3768,1157.3315
3769,-555.946
3770,-31.948212
3771,2339.047
3772,-496.79807
3773,1041.8853
3774,833.6521
3775,-1435.2285
3776,-224.50632
3777,-523.0153
3778,519.8787
3779,-1411.8462
3780,3339.268
3781,1210.5123
3782,-717.25287
3783,-1467.8921
3784,-127.101776
3785,-67.434784
3786,-828.45013
3787,-790.91815
3788,2527.1086
3789,2742.5984
3790,1041.0632
3791,-251.5886
3792,142.79593
3793,65.90201
3794,-1535.9663
3795,866.6801
3796,-1728.658
3797,-4046.8862
3798,-436.66525
3799,1170.7257
3800,312.61612
3801,-627.6335
3802,-49.30722
3803,-2947.0088
3804,538.26373
3805,-3359.5366
3806,-342.05392
3807,488.85257
3808,-4188.915
3809,943.6827
3810,-46.659454
3811,-251.13278
3812,-3441.8018
3813,-2677.4062
3814,-188.81418
3815,-204.30063
3816,-1272.5508
3817,247.39285
3818,-508.84787
3819,11114.747
3820,252.04715
3821,-230.93259
3822,195.10324
3823,-47.779022
3824,-4548.794
3825,114.81058
3826,-105.40115
3827,1420.7778
3828,-100.10007
3829,-879.74115
3830,2355.5168
3831,-395.2988
3832,-1127.5452
3833,3568.3657
3834,296.0646
3835,542.76764
3836,-1723.9302
3837,-598.118
3838,3594.706
3839,-1461.7656
3840,581.357
3841,-832.3488
3842,26.081696
3843,64.86868
3844,-5007.0933
3845,796.58356
3846,-609.31354
3847,13.819978
3848,659.259
3849,-210.9603
3850,-343.68564
3851,-1445.6902
3852,-7.2465506
3853,-249.1484
3854,-444.87387
3855,-371.96567
3856,5962.2773
3857,-6579.285
3858,92.80301
3859,-138.24094
3860,51.372345
3861,1334.9756
3862,1168.1322
3863,715.65656
3864,-634.93744
3865,-155.45895
3866,-687.9677
3867,7.1684885
3868,-6318.6523
3869,-1707.8438
3870,27.701447
3871,-1596.9521
3872,1026.1165
3873,3379.9841
3874,2750.608
3875,-68.78146
3876,565.6197
3877,3344.189
3878,-1686.1318
3879,2837.0227
3880,1637.7076
3881,-1694.3616
3882,5680.1465
3883,1656.9209
3884,1218.3667
3885,-268.2789
3886,1708.1733
3887,-421.48532
3888,-572.7265
3889,5557.6924
3890,2602.3906
3891,238.63089
3892,2914.0728
3893,2374.7717
3894,-305.08737
3895,-760.60443
3896,1943.1929
3897,2094.7979
3898,-1059.3271
3899,-246.97263
3900,-1750.4983
3901,-715.56976
3902,-5365.481
3903,268.4171
3904,-119.863495
3905,-964.10126
3906,-1455.0645
3907,-1813.2178
3908,6442.571
3909,-2640.5752
3910,-499.99142
3911,-2041.0845
3912,735.3825
3913,4598.8823
3914,-11.788421
3915,-1010.04926
3916,547.4266
3917,1626.8806
3918,-238.82028
3919,436.31937
3920,21.2034
3921,-83.65195
3922,1128.4849
3923,-433.41098
3924,-17.918182
3925,-1714.4707
3926,-668.1713
3927,-981.9766
3928,4892.66
3929,-624.01154
3930,570.8526
3931,2388.8499
3932,-305.6179
3933,117.95572
3934,3197.1365
3935,2904.5417
3936,10552.789
3937,1499.0776
3938,-2957.9468
3939,-655.456
3940,122.37991
3941,124.368195
3942,-1309.9688
3943,472.74734
3944,4901.361
3945,-226.55002
3946,63.25589
3947,-2883.6187
3948,-90.323944
3949,-149.10226
3950,-896.34393
3951,1727.1873
3952,-2494.4585
3953,139.663
3954,2347.395
3955,-1475.7979
3956,-929.0629
3957,421.8267
3958,1010.44684
3959,1901.3105
3960,659.88635
3961,-4221.9297
3962,3802.205
3963,-449.467
3964,135.49173
3965,-1451.7725
3966,-2181.6895
3967,1314.9231
3968,541.7077
3969,-714.13715
3970,-131.2844
3971,3431.1562
3972,-1444.0659
3973,1581.6482
3974,-1357.46
3975,-399.26364
3976,353035.6
3977,-1017.01556
3978,-134.63663
3979,-1115.7883
3980,143.63065
3981,1549.544
3982,-5546.889
3983,-17.357697
3984,1895.6113
3985,-1225.2896
3986,510.83157
3987,-212.08344
3988,236.07181
3989,236.0303
3990,-1169.5498
3991,-1512.1558
3992,1373.395
3993,-322.3779
3994,-845.7065
3995,20.956573
3996,5683.0166
3997,-800.5622
3998,479.3936
3999,-823.1158
4000,253.54642
4001,-15.916472
4002,262.8516
4003,242.85574
4004,-388.71823
4005,-285.1816
4006,138.7692
4007,371.78323
4008,-1827.6511
4009,-1080.125
4010,-554.74457
4011,1397.7961
4012,1868.9292
4013,-462.74045
4014,-1185.8027
4015,10663.569
4016,1649.8267
4017,-933.73285
4018,-857.51215
4019,-1417.4492
4020,259.09195
4021,-446.9017
4022,-1272.4724
4023,-999.1679
4024,2243.019
4025,-1016.0678
4026,-502.38693
4027,-736.57806
4028,-478.04904
4029,371.21
4030,-745.51874
4031,447.05984
4032,369.3937
4033,2081.8582
4034,-1267.8369
4035,-915.6552
4036,421.99063
4037,2369.3975
4038,-688.3199
4039,-165.09616
4040,-501.92966
4041,1359.8235
4042,3948.6528
4043,-3454.0525
4044,3820.8032
4045,2925.727
4046,2824.101
4047,2953.0334
4048,-1686.9028
4049,-1512.4951
4050,-2084.9888
4051,-410.30698
4052,-1686.8779
4053,2257.8145
4054,215.88577
4055,8.254182
4056,-289.85663
4057,-283.80685
4058,-344.85837
4059,-1855.0181
4060,-3329.938
4061,-232.61923
4062,1779.8503
4063,177.92117
4064,164.66019
4065,60.850983
4066,3749.2207
4067,494.62454
4068,407.52444
4069,-154.07199
4070,-134.499
4071,759.56
4072,-750.8142
4073,-1545.2046
4074,-1479.5508
4075,-187.73386
4076,1865.6875
4077,498.13126
4078,-1982.885
4079,1692.8638
4080,2753.088
4081,440.3154
4082,-223.45596
4083,19.546906
4084,-150.18979
4085,-516.4945
4086,-4345.2637
4087,165.02823
4088,-854.48126
4089,-76.06088
4090,1157.4928
4091,1688.6362
4092,3189.8958
4093,404.6697
4094,460.959
4095,944.4107
4096,-1517.2168
4097,903.5749
4098,-2348.8247
4099,-231.54855
4100,1077.4758
4101,-243.81491
4102,-325.18503
4103,-1149.7527
4104,-189.73917
4105,8667.542
4106,484.39456
4107,-1208.2231
4108,-572.1943
4109,-2720.056
4110,-2157.8745
4111,-1840.3365
4112,-1271.9093
4113,-203.08371
4114,-98.0549
4115,-971.0336
4116,434.04642
4117,-488.1257
4118,0.89608836
4119,-683.93243
4120,472.94437
4121,966.2994
4122,-488.73923
4123,-3515.2295
4124,305.99796
4125,-973.5214
4126,163.05399
4127,-692.64545
4128,291.0646
4129,-86.2717
4130,-374.08505
4131,641.3403
4132,-3172.495
4133,-477.9885
4134,1268.3071
4135,-581.8752
4136,-1159.5178
4137,-608.5778
4138,726.2797
4139,-1936.0544
4140,147.23611
4141,3553.1626
4142,-824.727
4143,-501.4658
4144,-344.25192
4145,912.07623
4146,553.39185
4147,-1542.9373
4148,-277.39658
4149,-1211.6919
4150,838.66785
4151,565.1197
4152,-389.4338
4153,-2041.0039
4154,2657.2942
4155,80.43118
4156,-4537.1045
4157,-2046.813
4158,294.6216
4159,1232.8401
4160,-1713.8618
4161,-1270.27
4162,1519.8971
4163,-503.68356
4164,2976.484
4165,2396.483
4166,-9746.5205
4167,2039.159
4168,617.14655
4169,1174.6932
4170,-356.78073
4171,-1774.9692
4172,-2523.131
4173,-1955.1587
4174,-1129.6438
4175,-1594.3765
4176,334.8997
4177,2081.6143
4178,3133.5686
4179,3357.129
4180,7107.8594
4181,-1009.5828
4182,1004.38153
4183,-811.9101
4184,63.90042
4185,3806.6858
4186,1210.898
4187,312.49014
4188,-774.9465
4189,-575.6425
4190,991.4229
4191,-1072.3779
4192,-927.8593
4193,-1028.0828
4194,-2349.499
4195,-3303.3875
4196,-1755.2505
4197,3186.3247
4198,-139.65231
4199,-1800.7705
4200,-1231.2976
4201,4240.3516
4202,442.96878
4203,267.81754
4204,-216.93161
4205,801.78986
4206,-452.2623
4207,4387.67
4208,-2508.4546
4209,-627.5883
4210,-700.0107
4211,946.7479
4212,-35.00461
4213,-1052.5111
4214,-354.78574
4215,-3525.443
4216,2498.1929
4217,-1318.166
4218,-1353.2991
4219,-2656.8838
4220,105.098175
4221,-309.94968
4222,-923.3481
4223,-403.843
4224,-2866.6387
4225,-106.135956
4226,-1717.436
4227,774.8837
4228,-1028.6133
4229,1236.3083
4230,-1458.94
4231,672.73566
4232,-1281.4642
4233,-3912.4817
4234,1030.9854
4235,3297.0369
4236,13376.922
4237,2464.058
4238,-2635.6543
4239,-202.45102
4240,1041.9651
4241,-666.8017
4242,-621.7382
4243,-581.60974
4244,678.10834
4245,1343.6511
4246,-113.24655
4247,-15.34616
4248,1322.977
4249,4143.5527
4250,1590.0781
4251,-583.26776
4252,-192.98874
4253,-1122.3447
4254,3061.3184
4255,-1983.6284
4256,2103.3164
4257,6558.041
4258,220.15433
4259,-199.36398
4260,-959.0517
4261,3839.774
4262,-1272.0205
4263,-1398.5259
4264,-1390.1841
4265,-737.5441
4266,1462.7086
4267,1592.343
4268,-4110.0625
4269,3829.9763
4270,-350.12595
4271,-623.82587
4272,1769.5795
4273,-265.25974
4274,-1317.56
4275,-139.7656
4276,619.89594
4277,-1363.5769
4278,-123.34396
4279,-1730.6123
4280,-514.48016
4281,-1404.8176
4282,-678.2575
4283,1238.728
4284,-306.9448
4285,-995.43524
4286,3778.8555
4287,346.09787
4288,730.7869
4289,857.5943
4290,1639.3568
4291,591.7674
4292,-4237.8057
4293,-792.13983
4294,-165.05765
4295,-538.92865
4296,-431.67892
4297,476.9719
4298,5253.862
4299,163.2864
4300,2864.0042
4301,-215.73557
4302,-2989.8506
4303,-1314.773
4304,84.19849
4305,153.35355
4306,-680.3105
4307,1583.8906
4308,1147.7107
4309,3750.086
4310,-33.083588
4311,3258.822
4312,2208.6675
4313,2451.4233
4314,-1272.3385
4315,374.16214
4316,-3267.7927
4317,-387.83884
4318,-1137.9541
4319,2116.0425
4320,-3677.9048
4321,-551.5179
4322,-6057.4834
4323,-1584.7998
4324,-951.18866
4325,1299.94
4326,-375.4399
4327,-704.28827
4328,-1072.6782
4329,612.2392
4330,309.34134
4331,1078.2527
4332,-357.02585
4333,-474.62204
4334,-46.370087
4335,4498.5156
4336,-45.517548
4337,-1704.3645
4338,3506.3403
4339,1492.8274
4340,-163.48239
4341,2366.2612
4342,-1097.8926
4343,-451.55148
4344,-2016.8369
4345,4971.468
4346,-99.96286
4347,100.07242
4348,-98.20102
4349,-937.8564
4350,-349.9971
4351,1168.3557
4352,426.76468
4353,2.482209
4354,-704.7304
4355,-613.2272
4356,-667.5254
4357,-493.44577
4358,-5234.983
4359,-3402.961
4360,4968.463
4361,-1223.833
4362,5411.5737
4363,-1630.3872
4364,1786.5034
4365,2100.5076
4366,2388.669
4367,654.25726
4368,1151.6741
4369,3890.58
4370,412.83133
4371,-959.60785
4372,-409.29807
4373,-388.0803
4374,-1150.6123
4375,1182.6106
4376,202.36386
4377,-961.32513
4378,2249.291
4379,2632.039
4380,-518.5102
4381,1024.5013
4382,-1281.9429
4383,-240.87888
4384,1648.8988
4385,-1659.1248
4386,-2431.6548
4387,-386.58395
4388,1849.113
4389,-765.452
4390,-440.64474
4391,-3178.4243
4392,789.8797
4393,3268.999
4394,-1399.1172
4395,-424.83102
4396,1631.8668
4397,173.87027
4398,482.64847
4399,35.582123
4400,-1079.0582
4401,-923.6374
4402,4694.2383
4403,-1.3945
4404,1227.8674
4405,-31.576569
4406,-2607.0193
4407,-1028.2509
4408,1794.8512
4409,532.7104
4410,903.1796
4411,-557.7966
4412,-1.2001641
4413,222.99783
4414,-1914.3352
4415,2537.112
4416,-3333.726
4417,115.76895
4418,-2044.0282
4419,188.8599
4420,-3015.1895
4421,5582.157
4422,-323.2003
4423,618.99725
4424,503.8848
4425,30.850128
4426,-45.986603
4427,-387.8774
4428,-180.61911
4429,885.22516
4430,-771.48846
4431,-173.16013
4432,-843.1189
4433,-293.98178
4434,1622.0673
4435,-649.0031
4436,-1845.0824
4437,-392.17868
4438,800.23346
4439,2743.3696
4440,818.925
4441,-800.7255
4442,-765.6436
4443,-340.61618
4444,132.20602
4445,112.660614
4446,-628.94293
4447,209.38736
4448,236.24393
4449,1464.2783
4450,365.70584
4451,485.3184
4452,-1479.5726
4453,-168.80038
4454,24.324615
4455,-1772.5586
4456,-304.65427
4457,722.67554
4458,-1391.4131
4459,-934.5297
4460,-898.8652
4461,10263.739
4462,2524.2944
4463,2857.1448
4464,-741.2431
4465,2030.0471
4466,-888.2265
4467,981.61005
4468,-1647.9648
4469,611.13824
4470,-525.91376
4471,383.77823
4472,-968.19086
4473,-2819.0737
4474,636.35297
4475,1231.8601
4476,1901.5615
4477,132.23257
4478,-468.53806
4479,-2294.267
4480,-886.6955
4481,-741.03217
4482,-379.5057
4483,-147.6893
4484,886.60406
4485,-329.74142
4486,316.82742
4487,-273.74277
4488,2482.2515
4489,-6383.296
4490,1627.104
4491,716.8465
4492,-794.0256
4493,-2742.9915
4494,-280.3962
4495,-425.34042
4496,258.0308
4497,-761.2563
4498,-117.29587
4499,-936.80194
4500,1649.8501
4501,-2959.4177
4502,-242.66599
4503,1793.7893
4504,-1227.0474
4505,451.1431
4506,-634.4797
4507,5182.7354
4508,-1417.5498
4509,-930.1823
4510,-4844.8633
4511,-677.6368
4512,-939.6694
4513,-1718.8721
4514,-756.9555
4515,-791.76117
4516,1904.6017
4517,-1477.1952
4518,2503.0107
4519,1018.2327
4520,-1465.7865
4521,-120.49838
4522,-1042.4689
4523,1653.7808
4524,565.002
4525,-451.39426
4526,-2036.2284
4527,-1894.6136
4528,-920.5795
4529,1009.4206
4530,1961.281
4531,-55.27408
4532,-835.5858
4533,-1471.6957
4534,-182.1091
4535,1224.9542
4536,-544.0553
4537,-1082.2788
4538,-353.06284
4539,-424.90817
4540,25145.984
4541,559.14655
4542,-427.35275
4543,-1454.9829
4544,-1359.6967
4545,-1832.9609
4546,-374.51096
4547,-361.54037
4548,2138.5137
4549,1209.1633
4550,-1157.5918
4551,-202.7103
4552,-1633.4585
4553,-73.09665
4554,-576.606
4555,1234.8086
4556,1006.64557
4557,1440.7964
4558,-954.1629
4559,1162.2085
4560,801.6232
4561,446.2748
4562,710.0843
4563,203.43704
4564,538.20465
4565,-505.78073
4566,2173.2363
4567,982.993
4568,-116.3403
4569,-1060.6836
4570,-17.515106
4571,37.319977
4572,-1016.8671
4573,2376.7625
4574,5802.744
4575,-1778.5156
4576,-540.61957
4577,-182.05783
4578,95.78665
4579,574.3968
4580,-920.23236
4581,1125.9175
4582,-560.6181
4583,1817.6038
4584,-78.94797
4585,-1623.2822
4586,517.43634
4587,4828.1924
4588,-55.692474
4589,-3071.9985
4590,-700.87103
4591,2004.7319
4592,-790.6967
4593,1588.9246
4594,2213.728
4595,884.9006
4596,-128.2092
4597,-325.36057
4598,2786.1099
4599,-2019.0576
4600,2571.761
4601,28.126984
4602,6347.237
4603,690.1413
4604,-612.3389
4605,-1285.7262
4606,-1191.9575
4607,-5922.214
4608,156.14407
4609,-1085.5569
4610,858.8056
4611,2339.0293
4612,-937.2304
4613,1495.6062
4614,-584.79095
4615,81.02249
4616,1605.8032
4617,-639.4445
4618,-628.01105
4619,-311.23532
4620,-807.26447
4621,781.08405
4622,-420.04
4623,-182.56381
4624,-713.16327
4625,1423.3486
4626,25.80716
4627,-123.67355
4628,-1312.1797
4629,-958.9296
4630,53.365265
4631,-1701.8232
4632,-257.74045
4633,-1549.8779
4634,-484.46603
4635,-1195.7747
4636,2215.3022
4637,-736.498
4638,1962.071
4639,-4288.8984
4640,-838.5584
4641,-976.3046
4642,1782.7828
4643,-383.4863
4644,4265.269
4645,-3755.7012
4646,-1436.8943
4647,199.4678
4648,-665.20233
4649,5301.0303
4650,-143.28775
4651,-1344.7529
4652,-270.09933
4653,-763.1081
4654,-324.10104
4655,-44.686737
4656,-235.68723
4657,343.00003
4658,2839.9775
4659,-4447.643
4660,1026.3923
4661,-124.74606
4662,111.37125
4663,2341.0322
4664,1580.2966
4665,21.696686
4666,-456.7236
4667,151.87613
4668,-1368.55
4669,119.26517
4670,-6617.5723
4671,-565.5444
4672,-255.7175
4673,2224.1926
4674,839.1561
4675,-635.41864
4676,470.13992
4677,308.12015
4678,63.463654
4679,-4296.556
4680,-236.11203
4681,2024.1804
4682,-309.4553
4683,-1705.9512
4684,965.44635
4685,222.48416
4686,-913.7482
4687,-449.75632
4688,-1923.7368
4689,40.63504
4690,-1958.8887
4691,417.67215
4692,-3516.938
4693,1043.9424
4694,1242.7927
4695,2547.3618
4696,2259.002
4697,-1267.831
4698,4801.4634
4699,-1232.9487
4700,-44.808563
4701,656.18384
4702,16.729523
4703,-1015.87787
4704,-1491.5801
4705,323.57718
4706,-247.31564
4707,2847.557
4708,1000.67584
4709,-412.21365
4710,-666.07983
4711,-613.32733
4712,-38.793915
4713,-360.56442
4714,1425.9196
4715,1898.4868
4716,-151.35953
4717,122094.9
4718,598.34576
4719,-514.3505
4720,3067.3735
4721,1336.6007
4722,-904.29877
4723,186.77151
4724,-450.44394
4725,-805.2692
4726,-472.70663
4727,659.70856
4728,940.63873
4729,933.7796
4730,-256.82907
4731,133.90726
4732,-485.23386
4733,-998.1853
4734,-152.66183
4735,-185.64145
4736,-937.52094
4737,-85.526825
4738,-405.1503
4739,-1501.5028
4740,-932.3166
4741,3710.4924
4742,414.84824
4743,-124.48483
4744,-1915.7864
4745,864.0411
4746,-86.581024
4747,480.88333
4748,852.4884
4749,391.77078
4750,-352.2883
4751,866.6646
4752,-130.72385
4753,114.27066
4754,1069.8727
4755,805.30133
4756,-688.059
4757,-1180.1675
4758,1717.6697
4759,6872.227
4760,-756.00287
4761,-525.8761
4762,-198.7402
4763,1304.4744
4764,-1345.7983
4765,-271.77225
4766,-601.53937
4767,1894.809
4768,417.84573
4769,6276.061
4770,-255.74771
4771,1172.7449
4772,-2663.665
4773,-1590.7253
4774,-2508.5073
4775,642.6637
4776,-473.00583
4777,3391.8098
4778,-1437.3418
4779,-252.03586
4780,4585.1123
4781,-1336.9448
4782,3723.6963
4783,2230.7957
4784,182.14151
4785,-1032.5458
4786,1647.5
4787,-1633.7788
4788,539.0982
4789,113.061066
4790,1361.1333
4791,-2413.5317
4792,398.80814
4793,-603.5429
4794,589.38947
4795,-313.09995
4796,2719.8623
4797,-683.2563
4798,-5326.509
4799,-1608.6389
4800,6264.6445
4801,-766.5224
4802,-6742.5244
4803,-1280.7681
4804,1779.2938
4805,-722.784
4806,-589.40497
4807,-893.1252
4808,-929.0927
4809,-283.61716
4810,2123.4375
4811,-142.07858
4812,1577.316
4813,-1121.3059
4814,1055.9785
4815,538.12067
4816,26.118317
4817,-624.05414
4818,-35.318085
4819,2323.754
4820,-341.44894
4821,13050.322
4822,3300.4922
4823,2815.1497
4824,-96.3544
4825,-182.22214
4826,-551.144
4827,-325.322
4828,-915.4151
4829,-234.874
4830,-1041.158
4831,3096.3188
4832,501.9966
4833,-717.6125
4834,871.5467
4835,-3865.4841
4836,-498.13034
4837,-524.2812
4838,799.26886
4839,2176.5898
4840,-290.05612
4841,-585.3034
4842,779.1468
4843,920.482
4844,-82.91647
4845,-350.91452
4846,2122.2556
4847,307.13956
4848,2660.9424
4849,-562.9367
4850,217.0546
4851,-4130.0137
4852,-51.21579
4853,-1740.4382
4854,-2193.814
4855,-250.46481
4856,-216.28586
4857,4646.8525
4858,-254.40903
